(Intercept),positionCB,positionCDM,positionCM,positionGK,positionLAM,positionLB,positionLCB,positionLCM,positionLDM,positionLM,positionLS,positionLW,positionRAM,positionRB,positionRCB,positionRCM,positionRDM,positionRM,positionRS,positionRW,positionST,positionSUB,overall_rating,potential,preferred_footright,attacking_work_ratelow,attacking_work_ratemedium,defensive_work_ratelow,defensive_work_ratemedium,crossing,finishing,heading_accuracy,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,agility,reactions,shot_power,jumping,stamina,strength,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,72,1,0,1,0,1,67,52,59,51,69,68,62,64,68,81,50,60,71,72,71,59,54,67,71,60,22,21,21,15,10,11
