id_player_fifa,position
207918,SUB
190324,SUB
45326,SUB
172297,SUB
223464,SUB
121940,SUB
149184,SUB
215417,SUB
135456,SUB
123581,LDM
150368,SUB
1111,CB
177639,RES
45763,RES
159265,SUB
227796,SUB
193169,SUB
144114,RES
184285,RB
121185,LCB
144021,SUB
183640,SUB
193063,SUB
138911,RES
45473,RCM
11097,LS
186912,SUB
25110,RES
942,SUB
109321,RES
114126,SUB
226559,SUB
213571,LM
12070,SUB
200953,RM
156443,SUB
204024,RDM
30663,SUB
194089,RCM
35179,LDM
156975,LCB
200899,SUB
38256,SUB
172138,RB
150590,RB
204338,RCB
170791,SUB
595,SUB
137359,CAM
163713,SUB
117254,SUB
198856,SUB
222109,RM
211011,SUB
199382,RWB
115888,RES
211673,SUB
204282,SUB
199421,SUB
167841,LS
233229,SUB
177298,SUB
232411,RES
186939,SUB
195436,SUB
199891,CM
46590,SUB
183412,RES
216474,SUB
184250,RES
210401,SUB
139894,CM
165889,SUB
202123,SUB
207711,SUB
189012,SUB
155355,RES
183129,LCB
156914,LDM
164361,RES
192033,SUB
135423,RB
217820,SUB
189208,SUB
147921,SUB
201325,GK
154563,SUB
192387,ST
158996,RES
138630,SUB
199517,RCB
212112,LW
1256,CAM
200793,LCB
607,RCB
186721,RES
156004,SUB
219780,LDM
1668,RDM
186935,SUB
152795,SUB
183068,SUB
1257,CF
174543,RES
45032,SUB
20607,SUB
158282,LB
173210,SUB
142774,LB
164368,SUB
135527,RES
25420,SUB
198513,GK
113212,SUB
102064,LCB
183893,SUB
156124,LCB
165429,ST
193888,RES
176768,RDM
208895,RES
197376,SUB
101336,SUB
188575,SUB
177953,SUB
187924,SUB
107391,SUB
203971,SUB
218614,SUB
158085,SUB
210002,CM
155897,CAM
19104,SUB
208364,RM
212273,SUB
208628,RES
172316,RB
200059,GK
4240,SUB
166114,RES
138822,ST
6799,SUB
231816,SUB
221906,SUB
107901,SUB
118367,LS
200862,SUB
232183,RB
158521,SUB
203222,SUB
216299,RES
202770,GK
191089,RES
222046,SUB
216790,SUB
204360,RDM
210662,SUB
171881,SUB
203751,LB
204466,SUB
175894,LB
216578,RM
212754,SUB
211239,RAM
227188,RES
219683,LCM
227801,SUB
146510,SUB
760,RES
147899,SUB
192613,SUB
134824,SUB
9805,SUB
159080,RCM
180706,RB
139609,SUB
179831,LS
7842,RS
194806,RB
186157,SUB
1889,SUB
152677,SUB
178487,LCM
53110,GK
212337,SUB
212320,RES
189885,SUB
213478,SUB
155877,GK
212515,SUB
214651,SUB
195541,SUB
212277,SUB
224865,LM
51733,RES
183160,LDM
135479,SUB
224126,ST
188938,RES
228964,RES
202827,LM
210112,CAM
177035,SUB
146762,SUB
205353,SUB
6747,SUB
219605,SUB
173306,LB
144543,SUB
198553,SUB
